transaction_id,transaction_date,transaction_amount_inr,payment_method,merchant_category,chargeback_reason_code,days_since_transaction,customer_id,customer_account_age_days,previous_orders_count,previous_chargebacks_count,is_high_value_customer,is_3ds_verified,avs_match,cvv_match,has_delivery_confirmation,has_signed_receipt,has_login_after_purchase,has_support_interaction,order_confirmation_sent,refund_policy_acknowledged,evidence_completeness_score,merchant_historical_win_rate,reason_code_historical_win_rate,win_outcome,split
f5f533e5-5235-4c6d-a3b0-c0e5e2ab0f74,2026-04-19,15831.93,card_debit,gaming,CB001,76,CUST716100,575,180,2,True,True,True,True,False,False,True,False,True,False,0.61,0.35,0.72,1,val
c2fd5a71-d1a4-4926-8e36-56db27a87b9c,2026-08-02,1614.0,card_credit,food,CB004,153,CUST743016,1914,49,4,True,True,True,True,True,False,True,False,True,False,0.81,0.7,0.81,1,train
4116d676-6fdd-4ebc-9208-d07864ef4a0a,2025-09-06,12579.35,upi,food,CB001,12,CUST112766,660,70,2,True,False,True,True,True,False,True,False,True,True,0.58,0.7,0.72,1,train
30ba0e26-c034-42df-bfb8-7185553b5c30,2026-03-17,6134.29,upi,travel,CB001,50,CUST169846,777,178,10,True,False,True,True,False,False,True,False,False,False,0.33,0.55,0.72,1,train
44574db9-3f7a-4d3f-a345-dc061c0902e0,2025-10-05,5263.67,card_debit,grocery,CB003,168,CUST196357,1018,168,0,True,False,True,True,True,False,True,False,True,True,0.58,0.78,0.45,1,test
319c4156-a0a7-4fdf-8147-3bae345b2fbd,2025-12-22,9155.36,card_debit,travel,CB001,163,CUST963443,985,180,2,True,True,True,True,True,True,True,True,True,True,1.0,0.55,0.72,1,test
c92495df-33d3-49d0-88de-8195b30e213c,2025-11-15,1530.87,card_credit,fashion,CB001,17,CUST117734,1464,158,7,True,False,True,True,False,False,False,False,True,False,0.28,0.48,0.72,1,train
b0ee363f-1f57-4267-9752-f5fd177850cb,2025-11-22,6116.97,netbanking,travel,CB002,119,CUST953656,1531,113,4,True,True,True,True,True,False,False,True,True,True,0.82,0.55,0.58,0,val
ebaac4cf-5839-476d-9a4d-97dec2b555dc,2026-06-16,6577.48,card_debit,healthcare,CB001,29,CUST294339,619,197,2,True,True,True,True,False,False,False,False,True,False,0.53,0.58,0.72,1,train
b2c88218-088c-44d9-883a-42b6f03e7409,2026-04-16,6582.57,card_credit,food,CB001,176,CUST244452,1621,63,7,True,True,True,True,False,False,True,True,True,False,0.68,0.7,0.72,1,train
ebf43fd2-7460-42b6-8267-c3d3d02b71b5,2026-03-09,2066.95,upi,education,CB002,165,CUST730023,472,91,7,True,True,True,True,True,True,False,True,False,True,0.89,0.65,0.58,1,val
4917abf4-6152-46fe-8a02-8c2ce3c27c43,2026-02-26,8825.09,upi,travel,CB003,91,CUST549830,948,132,5,True,False,False,True,True,False,True,False,True,True,0.43,0.55,0.45,1,val
bc23592d-50b5-4645-ab7f-0763036ea129,2026-08-11,14409.94,card_credit,fashion,CB001,17,CUST382043,1921,89,9,True,True,False,False,True,True,False,False,True,True,0.6,0.48,0.72,1,train
ac4628ca-2524-477f-aef9-372980d02591,2026-02-08,8550.0,card_debit,gaming,CB002,118,CUST242856,149,131,8,True,True,True,True,True,False,False,False,True,True,0.75,0.35,0.58,1,val
ba85f557-4f32-4904-837d-ca27d147f393,2026-07-01,5138.27,card_debit,other,CB004,157,CUST592812,492,73,5,True,True,False,True,True,False,False,False,False,True,0.57,0.52,0.81,1,test
ccfdd228-ff03-4549-b518-8878f80ddbab,2025-11-28,53053.38,card_debit,travel,CB004,169,CUST350670,1825,186,6,True,True,True,True,False,False,False,False,True,True,0.55,0.55,0.81,1,train
7df247dc-728f-41e8-86ad-2d3b8d47ff2d,2025-12-20,2945.88,netbanking,subscription,CB002,65,CUST953057,576,30,2,True,True,True,True,True,False,True,False,True,True,0.83,0.45,0.58,1,train
2e597df8-e2da-4b55-b275-256f1afa2954,2025-09-24,11459.59,upi,healthcare,CB001,147,CUST238033,1512,135,0,True,True,True,True,False,False,False,False,True,True,0.55,0.58,0.72,1,val
0dfc0d00-11d7-4ee8-aaa4-03882eb1baf1,2025-11-28,7498.37,netbanking,food,CB001,151,CUST512399,1044,156,10,True,True,False,True,True,True,True,True,True,False,0.83,0.7,0.72,1,train
58bf55e1-e454-4d04-8dd1-9b0bfaa4a05f,2026-04-15,30874.07,card_debit,grocery,CB001,14,CUST710422,1076,51,5,True,True,True,True,True,True,True,True,True,True,1.0,0.78,0.72,1,val
69d93161-305a-4fb8-933f-b1a34f535bc6,2025-09-07,8410.37,netbanking,healthcare,CB004,66,CUST007961,969,185,1,True,True,True,True,True,True,True,False,True,True,0.93,0.58,0.81,1,test
b1cde677-ee16-4151-835e-9571f839b4fa,2026-03-30,9984.07,card_credit,healthcare,CB001,55,CUST484953,571,154,8,True,True,True,False,True,False,True,False,True,True,0.73,0.58,0.72,1,train
75981a77-f45c-4a13-8521-e9ff170c04fc,2026-04-30,9250.15,card_credit,subscription,CB001,170,CUST932847,1164,32,2,True,True,True,True,True,False,True,False,True,True,0.83,0.45,0.72,1,train
873e656e-2e98-445a-a517-cc8a9d96f59a,2025-09-30,2646.95,card_debit,education,CB001,166,CUST804626,520,117,2,True,False,True,False,False,False,False,True,True,True,0.27,0.65,0.72,1,test
42a1c44e-34db-4642-a168-0af764257d11,2026-04-13,3080.1,card_debit,fashion,CB003,168,CUST159409,117,170,8,True,True,False,False,True,True,True,True,True,True,0.75,0.48,0.45,1,val
9c368944-e8b6-4f9f-a863-28f6633555c6,2026-07-30,4950.71,card_credit,electronics,CB003,103,CUST253586,1412,171,3,True,False,True,False,True,False,True,False,True,True,0.48,0.62,0.45,0,train
0dd6e52d-bd5c-454a-82a5-d674a770002f,2026-03-08,13276.19,card_debit,grocery,CB001,111,CUST234766,1372,4,6,False,False,False,True,False,False,False,False,True,True,0.15,0.78,0.72,0,val
5cef4f4f-70de-489b-b39e-c7ed53137a34,2025-11-09,7437.57,card_credit,food,CB003,33,CUST177582,554,65,9,True,True,False,True,False,False,True,True,False,True,0.52,0.7,0.45,1,test
d19f3ef1-959b-45f4-bd5d-754d427c568e,2026-06-18,5231.4,card_credit,healthcare,CB002,8,CUST917730,1363,110,0,True,True,True,True,True,True,False,False,True,True,0.85,0.58,0.58,1,test
ed62e178-05d7-435f-aacd-fd2a4e108ae2,2026-03-11,18501.02,card_credit,other,CB002,30,CUST359253,1412,39,2,True,True,False,True,True,False,True,False,True,True,0.68,0.52,0.58,1,val
29306937-03b4-4849-ab86-49c2f4373f18,2026-07-10,1263.8,netbanking,subscription,CB004,21,CUST117729,1538,76,3,True,False,True,True,True,False,False,False,True,False,0.48,0.45,0.81,1,test
f3de3575-6924-465d-8b5d-0721eee6db1d,2025-12-19,2188.92,card_credit,travel,CB004,50,CUST541590,1400,2,4,False,False,True,False,True,False,True,True,False,True,0.52,0.55,0.81,1,train
bec8f52c-f005-41a8-b6a7-ea18eeccb4d1,2026-03-06,837.6,card_debit,other,CB002,156,CUST992228,25,78,10,True,True,True,True,True,True,False,False,True,True,0.85,0.52,0.58,1,train
8abd507c-85ea-4ede-9fe2-3693503b499d,2026-04-28,16227.62,upi,fashion,CB002,140,CUST802530,593,128,0,True,True,True,True,False,False,False,True,True,False,0.6,0.48,0.58,1,train
5eb4530b-7e2a-4e3c-b5e8-858b33dc3106,2026-06-05,5712.66,card_credit,travel,CB004,107,CUST190213,1887,86,7,True,True,True,True,True,True,True,False,True,True,0.93,0.55,0.81,0,train
eb7bbbef-9d96-49c4-a174-bd3c69b1d5c5,2026-02-01,13371.15,card_credit,education,CB001,47,CUST239020,1471,182,4,True,True,True,True,False,False,False,True,True,True,0.62,0.65,0.72,1,train
df390600-e0bd-422d-9edf-b2cdced2e726,2025-12-25,5655.68,card_credit,other,CB001,153,CUST039541,958,112,3,True,False,True,True,True,False,True,True,True,True,0.65,0.52,0.72,1,val
632bbb23-a262-4a54-959f-9b9719905e57,2025-09-17,13993.78,wallet,travel,CB002,125,CUST862291,1158,9,5,False,True,False,True,True,False,True,False,False,False,0.63,0.55,0.58,1,val
1333c545-abb4-4d0b-9cb3-7a2f42803883,2026-03-20,5577.07,card_credit,food,CB001,78,CUST748810,1195,92,0,True,True,False,True,False,False,True,False,True,False,0.46,0.7,0.72,1,train
7b2c73f8-d0c6-47b6-adf9-2cfeaf841911,2026-06-29,8567.67,upi,fashion,CB001,43,CUST074058,1065,66,8,True,False,False,True,False,False,False,True,True,True,0.22,0.48,0.72,0,train
dfd815cc-9dbb-4a8d-802e-e6b835137451,2025-10-27,7620.77,card_credit,healthcare,CB003,98,CUST908246,840,68,1,True,True,True,True,True,True,True,False,True,False,0.91,0.58,0.45,1,train
8155ddcd-f5a7-4d39-9a28-3fb6e934d6c2,2026-01-09,8086.79,netbanking,travel,CB003,172,CUST822548,980,147,8,True,True,True,True,True,True,False,True,True,True,0.92,0.55,0.45,1,test
9425d5b1-8d88-4560-b916-a6ed6e4c465d,2025-12-14,23756.49,upi,travel,CB002,79,CUST953564,1045,28,9,True,True,False,True,False,False,True,False,True,False,0.46,0.55,0.58,1,train
9f1738e1-4bc0-4afe-8494-ac75ae78036c,2026-07-22,1682.91,wallet,food,CB002,45,CUST903094,549,191,4,True,True,True,True,True,False,True,True,True,True,0.9,0.7,0.58,1,train
224f0a88-e1b6-4e89-bbd0-186d74f89074,2026-05-04,5843.67,netbanking,healthcare,CB001,103,CUST813772,2,150,4,True,True,True,True,True,False,True,False,True,True,0.83,0.58,0.72,1,train
1875f1c8-d37f-4a03-afc3-8b3279c4aa1e,2025-11-19,7231.57,wallet,food,CB002,164,CUST513238,1728,90,10,True,True,True,True,True,True,True,False,True,False,0.91,0.7,0.58,1,val
c2b30573-8677-4fba-8496-12c0e07fece0,2025-10-27,6415.36,card_credit,education,CB004,84,CUST117485,1800,13,9,False,False,False,True,True,True,True,False,True,True,0.53,0.65,0.81,1,val
b793776a-3776-45e8-b5f6-6aac0cabb617,2026-03-21,4489.57,card_debit,education,CB002,60,CUST680516,1633,111,1,True,True,True,True,True,True,False,False,True,False,0.83,0.65,0.58,1,train
1c74597f-42ee-44fa-b54a-6860723af037,2025-11-06,4024.07,upi,electronics,CB001,144,CUST850576,331,142,1,True,True,True,True,True,True,False,False,True,True,0.85,0.62,0.72,1,train
8ba23bfa-32ce-450e-9150-58f7d7268221,2025-10-23,20990.67,card_credit,healthcare,CB001,147,CUST234013,600,164,9,True,True,True,True,False,False,True,True,True,True,0.7,0.58,0.72,1,test
2fb463f0-7da0-4f26-b510-03d436b272a7,2026-04-07,5832.75,card_credit,fashion,CB002,72,CUST969051,316,150,4,True,False,False,True,True,False,True,False,True,True,0.43,0.48,0.58,1,train
c25f87c7-aac4-4e6a-9d04-90b7bd6b850c,2025-10-03,43398.44,card_debit,food,CB001,139,CUST040103,1286,48,1,True,True,False,True,True,False,True,False,True,False,0.66,0.7,0.72,1,val
bfaee12f-fc5c-4a11-9cd7-c067f1c0ab9c,2026-05-13,9418.6,netbanking,food,CB003,135,CUST400537,246,27,8,True,True,False,True,True,False,False,True,True,False,0.65,0.7,0.45,1,val
843689f7-6a4b-4b41-bdf3-48c3ae9162d1,2026-05-31,4895.62,netbanking,food,CB001,127,CUST193918,1408,52,5,True,False,True,True,True,False,True,False,True,True,0.58,0.7,0.72,1,train
23dbf8de-26c8-4ea2-8828-f7dc8e76ba39,2025-12-20,9604.28,netbanking,fashion,CB001,145,CUST718426,1395,161,6,True,False,True,True,True,False,True,False,True,True,0.58,0.48,0.72,1,train
28bc659c-5cd5-421a-9b7c-40d02693f20a,2026-01-06,6734.29,card_credit,fashion,CB001,4,CUST831768,1042,197,10,True,True,False,True,True,True,True,True,False,True,0.82,0.48,0.72,1,train
38ec01f6-b335-485f-abf7-6b1d4d52b947,2026-07-06,18059.39,upi,electronics,CB002,85,CUST813521,58,200,2,True,True,True,True,True,False,False,False,True,True,0.75,0.62,0.58,1,train
1f8fb165-4f6c-41b0-90e3-1e48e1c24b06,2025-10-27,2425.14,card_credit,education,CB002,87,CUST446852,932,79,5,True,False,False,True,False,False,False,False,True,True,0.15,0.65,0.58,1,val
c33792c6-5ab7-47b7-a4de-e1507b844f3d,2026-06-15,1460.99,netbanking,food,CB002,156,CUST455879,554,58,7,True,True,True,True,True,False,False,False,True,True,0.75,0.7,0.58,1,train
0f84cfb9-4c57-46e1-bd6c-b0806dc4c3b0,2025-11-06,8238.77,card_debit,gaming,CB001,108,CUST738100,598,185,10,True,True,True,True,False,False,False,True,True,False,0.6,0.35,0.72,1,train
faecaac9-1542-4207-a291-97702b967436,2026-08-24,12044.68,upi,healthcare,CB001,76,CUST909534,900,173,3,True,True,True,True,True,True,False,False,True,True,0.85,0.58,0.72,1,test
b9658b36-e553-457e-acc9-50ad81e7a186,2025-11-09,7758.51,wallet,subscription,CB001,22,CUST172366,1883,149,9,True,False,False,True,True,False,False,False,True,True,0.35,0.45,0.72,1,train
1ea83aab-81ab-47c3-a435-38c666466182,2025-11-12,10570.28,card_debit,gaming,CB003,164,CUST560498,626,53,0,True,True,True,False,True,False,True,False,True,True,0.73,0.35,0.45,1,train
01f76b2a-a007-4f26-ba66-d9136ac7550e,2025-11-15,9397.24,card_credit,food,CB001,87,CUST645003,1125,71,3,True,False,False,True,False,False,True,False,True,True,0.23,0.7,0.72,1,train
faec2192-5344-4138-852c-cfb1c4e9337d,2025-12-27,1888.43,card_credit,grocery,CB001,2,CUST051778,1908,70,10,True,True,True,True,False,False,False,True,False,True,0.59,0.78,0.72,1,test
cd0e4098-f1a4-4c7e-8d71-6e5cf216394f,2026-03-07,7729.61,card_credit,subscription,CB002,67,CUST559243,673,115,6,True,True,False,True,True,False,True,False,True,False,0.66,0.45,0.58,0,val
f77e43c6-8b5c-43a9-a0e5-d153814e8944,2025-12-12,17698.69,upi,travel,CB003,79,CUST894729,765,49,5,True,False,True,False,True,True,True,False,True,False,0.56,0.55,0.45,1,train
792b2e6c-f33c-4b7b-ac5c-490dfd39b641,2026-05-17,7081.46,wallet,fashion,CB001,66,CUST294862,296,187,6,True,True,True,True,True,True,True,False,True,False,0.91,0.48,0.72,1,test
ae534184-2274-4c48-a248-0c9e5412937c,2025-11-15,2164.31,netbanking,subscription,CB001,152,CUST000985,336,62,8,True,True,True,True,False,False,False,True,False,True,0.59,0.45,0.72,1,val
3e0a33b4-3cae-469a-a359-3d5b58eb1371,2026-02-05,4725.53,wallet,subscription,CB001,40,CUST858659,289,97,2,True,False,True,True,True,True,False,False,True,True,0.6,0.45,0.72,1,val
c4b1c2ee-5fb2-4427-afcc-581e148a1f8e,2026-03-12,9635.67,card_credit,education,CB001,64,CUST513729,1999,103,1,True,False,True,True,True,True,True,True,True,True,0.75,0.65,0.72,1,train
c735679f-b813-4512-9bc8-d126ed73ada4,2026-02-23,25960.35,card_credit,subscription,CB001,12,CUST951079,1119,92,10,True,False,False,True,False,False,True,True,True,False,0.28,0.45,0.72,1,val
085e7097-c1aa-4f5c-a63c-0fbbfc1b56f2,2026-01-31,1290.45,card_credit,gaming,CB002,91,CUST333283,819,147,9,True,True,False,True,False,False,False,False,True,False,0.38,0.35,0.58,0,train
19411d7c-e95f-492c-8d8a-72977e736330,2026-08-13,8240.42,upi,food,CB002,36,CUST936884,1597,91,10,True,False,True,False,True,True,True,False,True,True,0.58,0.7,0.58,0,train
d20cf626-b6c8-4c94-8835-da82964810fa,2026-07-06,2927.94,upi,gaming,CB003,13,CUST684017,508,173,10,True,True,True,True,True,True,True,False,True,True,0.93,0.35,0.45,1,train
54057f46-8901-420d-9539-53066526f78e,2026-05-29,9265.04,upi,food,CB001,70,CUST909297,1101,146,5,True,True,True,False,True,True,False,False,True,True,0.75,0.7,0.72,1,train
26c064ac-a221-49f8-b220-cb59ca150bfb,2026-07-16,9878.21,card_credit,fashion,CB002,43,CUST082417,1262,63,1,True,True,True,True,True,True,False,False,True,True,0.85,0.48,0.58,1,train
1a54d6f3-ae2a-47b3-af60-88263cb798ec,2026-03-19,5122.02,upi,grocery,CB004,17,CUST029450,236,58,5,True,True,False,True,True,False,False,True,False,True,0.64,0.78,0.81,1,train
a61ab3b5-0945-4509-816d-2a8a140df6ba,2025-12-26,10230.21,card_credit,travel,CB001,144,CUST458959,1115,72,9,True,True,False,True,False,False,False,True,True,True,0.47,0.55,0.72,1,test
80ada4ab-d6e0-4639-9897-d4421fe8aa42,2025-12-31,15363.32,card_credit,subscription,CB004,132,CUST122071,1197,0,4,False,True,True,False,False,False,False,True,True,True,0.52,0.45,0.81,1,train
a1cdb144-07d0-42b7-9798-95c019a69f36,2026-03-08,5410.86,upi,subscription,CB002,2,CUST047371,509,112,1,True,True,False,True,True,False,False,False,True,True,0.6,0.45,0.58,1,train
a23c35e7-83c6-4ad2-8ca0-e3899911f5c2,2025-10-18,2117.72,netbanking,fashion,CB003,53,CUST743437,781,157,3,True,True,False,True,False,False,False,False,False,False,0.35,0.48,0.45,0,train
56425a41-190a-4069-8174-13278eacab6c,2026-02-01,19308.09,card_debit,gaming,CB001,28,CUST306177,1430,141,4,True,True,True,False,False,False,False,False,False,True,0.42,0.35,0.72,1,val
c86cdcfc-6f97-4b0b-a8e0-23468e5b2cc6,2026-07-29,11977.41,card_credit,gaming,CB001,25,CUST213287,976,177,4,True,True,True,True,False,False,True,True,True,True,0.7,0.35,0.72,1,test
e2d4c358-fa2e-4829-823e-34691c981f55,2025-11-20,9689.78,card_credit,electronics,CB002,40,CUST679744,170,195,0,True,True,False,True,False,False,False,False,True,False,0.38,0.62,0.58,1,train
8619fc22-0059-43c7-b1f7-6c5f2b4b2142,2026-01-29,3551.23,netbanking,travel,CB001,169,CUST026703,1512,167,8,True,True,True,True,True,False,True,False,False,True,0.8,0.55,0.72,1,train
a83e105a-f58e-4d26-b2b8-811542a7082b,2026-01-07,13577.51,upi,grocery,CB003,140,CUST317745,431,1,6,False,True,False,True,True,False,False,False,False,True,0.57,0.78,0.45,0,val
2dd95611-da7c-4101-accd-d6e194379149,2026-02-01,31626.86,netbanking,other,CB004,53,CUST851386,676,126,3,True,True,False,False,True,False,False,False,False,False,0.45,0.52,0.81,1,train
8ceb1861-044a-4141-8e45-ab2019d1b705,2026-02-05,5601.41,card_debit,healthcare,CB003,102,CUST056202,903,47,5,True,True,True,True,True,False,True,True,True,True,0.9,0.58,0.45,1,train
be993aa6-565b-4f3c-b16b-3be4fe955218,2026-07-24,6656.94,card_debit,gaming,CB003,132,CUST283394,308,90,1,True,True,False,True,True,False,True,False,True,False,0.66,0.35,0.45,1,val
